cell_line_name,stripped_cell_line_name,DepMap_ID
IPM-BO-053,IPMBO053,ACH-002883
IPM-BO-055,IPMBO055,ACH-002884
IPM-BO-056,IPMBO056,ACH-002885
VACO 432,VACO432,ACH-002886
VACO 432 PIK3CA,VACO432PIK3CA,ACH-002887
BT1153,BT1153,ACH-002888
BT325,BT325,ACH-002889
BT328,BT328,ACH-002890
BT340,BT340,ACH-002891
BT397,BT397,ACH-002892
BT444,BT444,ACH-002893
BT484,BT484,ACH-002894
BT498,BT498,ACH-002895
BT509,BT509,ACH-002896
BT511,BT511,ACH-002897
BT530,BT530,ACH-002898
BT538,BT538,ACH-002899
BT539,BT539,ACH-002900
BT572,BT572,ACH-002901
BT607,BT607,ACH-002902
BT632,BT632,ACH-002903
BT639,BT639,ACH-002904
BT681,BT681,ACH-002905
BT701,BT701,ACH-002906
BT702,BT702,ACH-002907
BT715,BT715,ACH-002908
BT752,BT752,ACH-002909
BT774,BT774,ACH-002910
BT869,BT869,ACH-002911
BT921,BT921,ACH-002912
CPDM_0021X,CPDM0021X,ACH-002913
CPDM_0051X,CPDM0051X,ACH-002914
CPDM_0052X,CPDM0052X,ACH-002915
CPDM_0053X,CPDM0053X,ACH-002916
CPDM_0689X,CPDM0689X,ACH-002917
CPDM_0703X,CPDM0703X,ACH-002918
CCLF_cRCRF1102T,CCLFCRCRF1102T,ACH-002919
MFD1,MFD1,ACH-002920
BCK4,BCK4,ACH-002921
SK-N-MM,SKNMM,ACH-002922
LAI-5S,LAI5S,ACH-002923
UPMM2,UPMM2,ACH-002924
UPMM3,UPMM3,ACH-002925
UPMD1,UPMD1,ACH-002926
UPMD2,UPMD2,ACH-002927
MM100511,MM100511,ACH-002928
QB01-UM,QB01UM,ACH-002929
QB03-MLM,QB03MLM,ACH-002930
QB02-UM,QB02UM,ACH-002931
CCLF_NEURO_0001_T,CCLFNEURO0001T,ACH-002932
WBM550,WBM550,ACH-002933
WM4324,WM4324,ACH-002934
CCLF_PEDS_0042_T,CCLFPEDS0042T,ACH-002935
CCLF_PEDS_0043_T,CCLFPEDS0043T,ACH-002936
CCLF_PEDS_0020_T,CCLFPEDS0020T,ACH-002937
CCLF_PEDS_0035_T,CCLFPEDS0035T,ACH-002938
CCLF_PEDS_0034_T,CCLFPEDS0034T,ACH-002939
CCLF_PEDS_0037_T,CCLFPEDS0037T,ACH-002940
CCLF_PEDS_0039_T,CCLFPEDS0039T,ACH-002941
CCLF_RARE_0004_T,CCLFRARE0004T,ACH-002942
CCLF_PEDS_0044_T,CCLFPEDS0044T,ACH-002943
CCLF_PEDS_0045_T,CCLFPEDS0045T,ACH-002944
CCLF_RARE_0006_T,CCLFRARE0006T,ACH-002945
UKE-1,UKE1,ACH-002946
NH85TSc p9 2-10-20,NH85TSC,ACH-002947
NH95T p5 6-18-20,NH95T,ACH-002948
NH87TT p6 11/26/20,NH87T,ACH-002949
NH93T p5 4/10/20,NH93T,ACH-002950
NH84TT p7 12/17/20,NH84T,ACH-002951
AB053,AB053,ACH-002952
AB040,AB040,ACH-002953
CCLF_AB1008,CCLFAB1008,ACH-002954
CCLF_AB1013,CCLFAB1013,ACH-002955
CCLF_AB1018,CCLFAB1018,ACH-002956
CCLF_AB1040,CCLFAB1040,ACH-002957
CCLF_AB1030,CCLFAB1030,ACH-002958
CCLF_AB1036,CCLFAB1036,ACH-002959
CCLF_AB1021,CCLFAB1021,ACH-002960
CCLF_AB1027,CCLFAB1027,ACH-002961
CCLF_AB1039,CCLFAB1039,ACH-002962
CCLF_AB1054,CCLFAB1054,ACH-002963
CCLF_AB1066,CCLFAB1066,ACH-002964
CCLF_AB1075,CCLFAB1075,ACH-002965
CCLF_AB1079,CCLFAB1079,ACH-002966
CCLF_AB1083,CCLFAB101383,ACH-002967
CCLF_AB1086,CCLFAB1086,ACH-002968
CCLF_cRCRF1020,CCLFCRCRF1020,ACH-002969
CCLF_AB1052,CCLFAB1052,ACH-002970
CCLF_AB1091,CCLFAB1091,ACH-002971
CCLF_AB1131,CCLFAB1131,ACH-002972
CCLF_AB1030,CCLFAB1030,ACH-002973
CCLF_AB1016,CCLFAB1016,ACH-002974
CCLF_AB1157,CCLFAB1157,ACH-002975
CCLF_RCRF1061T,CCLFRCRF1061T,ACH-002976
CCLF_cRCRF1047,CCLFCRCRF1047,ACH-002977
CCLF_cRCRF1055T,CCLFCRCRF1055T,ACH-002978
CCLF_cRCRF1036T,CCLFCRCRF1036T,ACH-002979
CCLF_AB1029T_ASC,CCLFAB1029ASC,ACH-002980
CCLF_AB1053T_ASC,CCLFAB1053TASC,ACH-002981
NA,CCLFAB1129T,ACH-002982
CCLF_AB1080T,CCLFAB1080T,ACH-002983
CCLF_cRCRF1031T,CCLFcRCRF1031T,ACH-002984
CCLF_cRCRF1042T,CCLFcRCRF1042T,ACH-002985
CCLF_cRCRF1054T,CCLFcRCRF1054T,ACH-002986
CCLF_cRCRF1066T,CCLFcRCRF1066T,ACH-002987
CCLF_KL1235T,CCLFKL1235T,ACH-002988
WCM154,WCM154,ACH-002989
WCM155,WCM155,ACH-002990
WCM1078,WCM1078,ACH-002991
WCM1262,WCM1262,ACH-002992
WSU-AML,WSUAML,ACH-002994
